--- Debugging Physical Page 612 ---
Text: '                                                                                                                            ' | Colors: [0] | Sizes: [11.996455192565918]
Text: '2.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Je suis un peu fatigué. Nous venons de rentrer du Mexique où j’ai eu l’une' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'des séries de réunions les plus merveilleuses jamais eues, et je sais que beaucoup' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'parmi vous s’intéressent à en entendre le compte rendu. Alors, je… Eh bien, nous' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'avions été là pour trois soirées, nous avons eu trois soirées de réunions, et le…' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Notre Adorable Rédempteur a certainement fait infiniment au-delà de toute mesure' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'là-bas. La dernière soirée, nous avions vingt mille personnes qui n’étaient jamais,' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'd’aucune manière, venues à Christ, qui ont reçu Jésus comme Sauveur personnel' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'du coup, vingt mille personnes du coup. ' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'La résurrection d’un petit enfant qui était mort dans les bras de sa mère pendant' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'qu’on se tenait sur le terrain, et le médecin avait déclaré la veille qu’il allait mourir, et' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'elle l’a amené à la réunion pour qu’on prie pour lui, et il y avait là des gens comme il' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'y en a ici. ' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Or, vous pensez que c’est vraiment inconfortable ici, pour nous Américains, d’avoir' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'à nous tenir debout pendant une heure, mais eux arrivaient parfois à six heures du' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'matin et restaient debout jusqu’à vingt-trois heures, et ils sont entassés au point' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'qu’on a évalué sur base de la superficie du terrain dont nous disposions pour les' | Colors: [0] | Sizes: [11.996455192565918]
