--- Debugging Physical Page 611 ---
Text: '                                                                                                                            ' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'rejeté, on a dit : «Loin de nous un tel Homme.» Les cieux ne pouvaient pas Le' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'recevoir parce que… ?…Il était devenu pécheur. ' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Oh! quel Sauveur ! Il vint de la Gloire et Il devint cela à cause de moi. Il était rejeté' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'par les Siens au point qu’ «Il est venu chez les Siens, les Siens ne L’ont pas reçu.»' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Pas de place où naître, pas de place où mourir. Que voulait le monde ? Que' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'pouvaient-ils faire sinon Le jeter en enfer ? Mais il y avait quelqu’un qui L’aimait. «Je' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'n’abandonnerai pas Son âme au séjour des morts, ni ne permettrai qu’Il voie la' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'corruption.» Mais Il L’a ressuscité de la tombe, et Il en est sorti le matin de Pâques,' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Vainqueur. Alléluia ! Il a brisé tout… ?… toute peur et tout, Il est ressuscité et Il vit' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'aujourd’hui, éternellement.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Sa Présence est ici, Il se tient à cet endroit en ce matin d’adoration. Il est là où' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'deux ou trois sont rassemblés… ?… Tout ce que j’ai... Il connaît les promesses' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'mêmes qu’Il a faites dans la Bible : «Les oeuvres que Je fais, vous les ferez aussi.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Je serai avec vous jusqu’à la fin du monde.» Nous, pauvres gens, rejetés et' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'méprisés de ce monde, nous pouvons toujours avoir Sa Présence avec nous. «Je' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'suis un … ? Je suis un…» Toujours Omniprésent, Omnipotent partout et à tout' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'temps. Il frayait une issue en tout temps de-de détresse. «Je suis un secours' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'immédiat au temps de détresse», a-t-Il dit. ' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Eh bien, ce matin Il vit. Il est avec nous aujourd’hui, nous pouvons être juste une' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'petite église aujourd’hui. Nous pouvons tout simplement être un vieux petit' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'tabernacle en bois ici qui n’attire pas beaucoup les regards, mais il n’y a pas de' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'place trop modeste où Il ne se manifestera. Il est vivant aujourd’hui parmi les' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'vivants. Il n’est pas mort, mais Il est vivant et Il vit parmi les vivants.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Ami pécheur, aujourd’hui si vous êtes mort dans le péché et les offenses, pourquoi' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'ne vivez-vous pas ? Pourquoi restez-vous dans la mort ? Pourquoi... Qu’avez-vous' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'gagné en restant dans la mort ? Pourquoi ne venez-vous pas à la vie ? Pourquoi ne' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'vivez-vous pas aujourd’hui avec Lui ? Vivre (Oh! espérance très bénie) de telle' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'manière que même si la mort elle-même vous sépare de vos bien-aimés, elle ne' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'peut jamais souiller ni ruiner, ni encore enlever quelque chose de vous. Quelle' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'espérance bénie ! Quelle chose merveilleuse nous avons aujourd’hui à cause de Sa' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'résurrection! Et Il vit, et nous vivons avec Lui, et un jour, Il viendra et nous partirons' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'avec Lui. En effet, Il a dit : «Allez dire à Mes disciples et à Pierre que Je les précède' | Colors: [0] | Sizes: [11.996455192565918]
