--- Debugging Physical Page 610 ---
Text: '                                                                                                                            ' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Levez-vous. Que tout le monde se lève. Ô Dieu, Jésus… ?... Merci d’avoir sauvé les' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'pécheurs, d’avoir guéri les malades, et je chasse chaque mauvais esprit au Nom de' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Jésus-Christ…' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'LE LEVER DU SOLEIL DE PAQUES' | Colors: [16777215] | Sizes: [15.955316543579102]
Text: 'JEFFERSONVILLE IN USA       Dim 01.04.56A' | Colors: [16777215] | Sizes: [15.955316543579102]
Text: 'LE LEVER DU SOLEIL DE PAQUES     JEFFERSONVILLE IN USA    Dim 01.04.56A' | Colors: [255] | Sizes: [9.956937789916992]
Text: '      ' | Colors: [0] | Sizes: [11.996455192565918]
Text: '1.' | Colors: [0] | Sizes: [11.996455192565918]
Text: '...Sèment avec larmes, moissonneront avec chants d’allégresse. Amen. Oh!' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'car Je vis, et vous vivrez aussi. Oh ! la la ! Si les saints de l’Ancien Testament ont pu' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'avoir de telles pensées, que devrons-nous penser ce matin, après mille neuf cents' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'ans où on a connu souffrance, labeur, et tout le reste, sachant que nous sommes' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'juste devant la porte d’entrée de la résurrection? Amen. L’Eglise est maintenant' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'arrivée à l’heure où la résurrection peut avoir lieu à n’importe quel moment. Et je' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'pense à ce que ça représenterait pour nous les croyants en ce jour-là, ce que ça' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'représentera à ce jour-là.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Je peux voir tôt ce matin-là quand Marthe et Marie sont allées à la tombe. Elles ont' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'longé lé flanc de la colline après une nuit… Pensez au coeur de cette pauvre mère.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Son Enfant de toute façon, quand elle était… à Sa naissance, les gens ont dit qu’Il' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'était un enfant illégitime, qu’Il n’était absolument pas à Joseph, et que le… et Il était,' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'ou plutôt qu’Il était à Joseph. Et ils étaient... L’Enfant était né hors des liens sacrés' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'de mariage. Elle avait enduré tout cela, et le… sur... imaginer que c’est votre enfant,' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'et qu’Il serait rejeté et méprisé, et qu’on ait craché sur Lui, mais cependant il' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'affirmait cela. Et elle avait, d’une manière ou d’une autre avec un coeur frémissant,' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'elle avait dit : «Dieu m’a donné cet Enfant, comment est-ce possible ?» Le voyant là' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'à ce moment très crucial.' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'Elle s’est certainement dit, quand on est allé placer une couronne d’épines sur la' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'tête de son Enfant et qu’on L’a frappé jusqu’à ce que le sang Lui a coulé sur le dos,' | Colors: [0] | Sizes: [11.996455192565918]
Text: 'qu’on L’a complètement déshabillé et tout, elle s’est certainement dit qu’à n’importe' | Colors: [0] | Sizes: [11.996455192565918]
